Cliente_ID,Region,Zona,Deuda_Expuesta,Canal_Asignado,Prob_Incremental,Costo_Incurrido,Valor_Esperado_Neto,Dia_Semana,Hora_Inicio,Hora_Fin,Slot_Asignado,Asesor_Asignado,Estado_Agenda,Restriccion_Aplicada
23420,Norte,rural,1125.55,WhatsApp,0.38271528318739123,0.1,430.66518699156813,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
10259,Lima,rural,1005.06,Llamada,0.41628991448677577,1.5,416.8963414540788,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
3138,Centro,rural,1066.31,WhatsApp,0.3883885914005637,0.1,414.042638896335,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
17413,Sur,urbano,1098.67,WhatsApp,0.36435898012343293,0.1,400.21028069221205,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
46923,Norte,rural,1110.7,WhatsApp,0.35104715937229397,0.1,389.8080799148069,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
16834,Sur,urbano,699.95,Llamada,0.5586695744582805,1.5,389.54076864207343,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
27161,Centro,rural,898.29,WhatsApp,0.4226883186057314,0.1,379.59668972034245,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
8827,Centro,rural,1272.67,Campo,0.30090748035985654,8.0,374.9559230295786,Jueves,07:00,08:00,Jueves 07:00-08:00,CAMPO_CENTRO_01,AGENDADO,Campo Centro/rural: max 10 visitas asesor-dia
40602,Lima,urbano,857.0699999999999,SMS,0.43076521013605307,0.2,368.995938651307,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
27579,Centro,urbano,1095.55,Llamada,0.33484041241652673,1.5,365.33441382292585,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
32516,Sur,rural,795.75,WhatsApp,0.4537418836019348,0.1,360.9651038762396,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
38955,Sur,urbano,687.75,WhatsApp,0.51246305402593,0.1,352.3464654063333,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
595,Lima,rural,578.8,Campo,0.6206546999053686,8.0,351.2349403052273,Jueves,07:00,08:00,Jueves 07:00-08:00,CAMPO_LIMA_01,AGENDADO,Campo Lima/rural: max 10 visitas asesor-dia
49816,Sur,urbano,1210.47,SMS,0.28398589553147735,0.2,343.5564069639874,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
43560,Lima,urbano,892.78,Llamada,0.3863864916683079,1.5,343.4581320316319,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
40319,Norte,rural,839.78,WhatsApp,0.4001996493557806,0.1,335.9796615359974,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
9089,Centro,urbano,1044.34,Llamada,0.31909971735211473,1.5,331.7485988195075,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
42822,Norte,urbano,900.71,WhatsApp,0.36420916881809307,0.1,327.9468404461446,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
16569,Sur,urbano,791.81,WhatsApp,0.40635765660378786,0.1,321.65805607544524,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
37533,Norte,rural,936.1,Llamada,0.3418412618964064,1.5,318.49760526122606,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
42391,Norte,rural,578.91,WhatsApp,0.5455122514287167,0.1,315.7024974745984,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
9404,Norte,urbano,788.64,WhatsApp,0.3918708230378934,0.1,308.94500588060424,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
3359,Norte,rural,850.34,Llamada,0.3619032612411628,1.5,306.2408191638104,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
30556,Sur,rural,992.57,WhatsApp,0.30450673062249173,0.1,302.14424561396663,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
23810,Lima,urbano,739.65,WhatsApp,0.40211749653431167,0.1,297.3262063116036,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
44688,Norte,rural,827.76,Llamada,0.3609674764972962,1.5,297.2944383454019,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
27045,Centro,urbano,839.31,WhatsApp,0.34640273829766405,0.1,290.63928228061235,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
32976,Norte,urbano,946.78,Llamada,0.3051918229957453,1.5,287.44951417591176,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
19978,Lima,urbano,795.9000000000001,WhatsApp,0.3569105321118012,0.1,283.9650925077826,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
20699,Sur,urbano,895.92,Llamada,0.3129803742546062,1.5,278.90537690218673,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
25063,Lima,urbano,801.8,WhatsApp,0.3465427755870136,0.1,277.7579974656675,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
42924,Sur,urbano,992.12,SMS,0.27500871481011724,0.2,272.64164613741355,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
2799,Norte,rural,919.91,Llamada,0.2978432356106584,1.5,272.4889708706008,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
17158,Lima,urbano,1263.84,WhatsApp,0.21172052765608068,0.1,267.480871672861,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
13661,Lima,urbano,1214.93,Llamada,0.21836735850115302,1.5,263.80105486380586,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
15254,Sur,urbano,709.64,SMS,0.3713939548306269,0.2,263.3560061060061,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
18647,Lima,urbano,710.58,WhatsApp,0.36223007039710076,0.1,257.2934434227719,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
4830,Centro,urbano,831.17,Llamada,0.31064287106217625,1.5,256.697035140749,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
11043,Centro,urbano,761.59,Llamada,0.3322430037333862,1.5,251.53294921330962,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
20747,Centro,urbano,465.94,WhatsApp,0.5385176501716373,0.1,250.8169139209727,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
37924,Norte,urbano,919.67,SMS,0.2686476714936449,0.2,246.8672040425604,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
19789,Norte,urbano,719.56,Llamada,0.3427142220356676,1.5,245.10344560798495,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
5077,Lima,urbano,577.76,WhatsApp,0.42127204282927033,0.1,243.29413546503923,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
26810,Sur,rural,580.58,Llamada,0.4132321749646949,1.5,238.41433614100256,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
22829,Lima,urbano,503.84,SMS,0.47293070655841174,0.2,238.08140719239017,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
18008,Centro,rural,640.76,SMS,0.3655808103112278,0.2,234.04956001502234,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
27147,Lima,rural,606.24,Llamada,0.38740627815787965,1.5,233.36118207043296,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
10506,Centro,rural,696.79,WhatsApp,0.32985672758675677,0.1,229.74086921517625,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
49556,Centro,rural,1154.61,Llamada,0.1987431152214597,1.5,227.97078826584956,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
2690,Centro,urbano,957.46,SMS,0.23349882381407822,0.2,223.36578384902734,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
25980,Centro,rural,631.46,Llamada,0.3556083030124164,1.5,223.05241902022047,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
46247,Lima,rural,687.52,WhatsApp,0.31892957078553025,0.1,219.17045850646775,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
20298,Lima,urbano,753.53,Llamada,0.29015081868185194,1.5,217.1373464013359,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
12154,Lima,urbano,574.93,WhatsApp,0.37335918541301893,0.1,214.55539646950697,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
38347,Sur,urbano,660.91,Llamada,0.32331957708158005,1.5,212.18514168898704,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
4775,Sur,urbano,501.07,SMS,0.4206359636299293,0.2,210.56806229604868,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
4352,Centro,urbano,705.2,Llamada,0.2952400525442622,1.5,206.70328505421372,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
28474,Norte,urbano,730.17,WhatsApp,0.282479387246329,0.1,206.15797418565202,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
23992,Sur,rural,586.05,SMS,0.34537216742762833,0.2,202.20535872096158,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
4050,Lima,urbano,713.97,Llamada,0.2845022208441096,1.5,201.62605061606894,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
16618,Lima,urbano,541.6,Llamada,0.3684133921584684,1.5,198.0326931930265,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
27663,Norte,urbano,508.39,WhatsApp,0.38810108604839083,0.1,197.20671113614142,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
35823,Centro,urbano,506.89,Llamada,0.3839158716922639,1.5,193.10311620209163,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
18095,Centro,urbano,760.01,SMS,0.2533770469982787,0.2,192.36908948916178,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
32322,Lima,urbano,529.52,Llamada,0.3602792359709528,1.5,189.2750610313389,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
16791,Norte,urbano,1258.5,WhatsApp,0.14938746681738624,0.1,187.90412698968058,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
40141,Lima,urbano,579.38,Llamada,0.3230675825907391,1.5,185.6788960014224,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
48590,Lima,urbano,639.71,SMS,0.28629258534566737,0.2,182.9442297714769,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
12210,Sur,urbano,438.77,Llamada,0.41655334302273145,1.5,181.27111031808386,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
24626,Lima,urbano,602.84,Llamada,0.29678131445159195,1.5,177.4116476039977,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
18284,Norte,urbano,421.55,SMS,0.41895150852165464,0.2,176.40900841730354,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
40276,Centro,urbano,855.24,Llamada,0.2038703937805777,1.5,172.85811557690127,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
23946,Norte,urbano,716.49,SMS,0.23719181355001046,0.2,169.745562490447,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
34657,Sur,urbano,568.41,Llamada,0.2985556500186112,1.5,168.20201702707877,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
15939,Centro,rural,348.2,Llamada,0.478259408683083,1.5,165.0299261034495,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
40519,Centro,urbano,440.23,SMS,0.3718630960360678,0.2,163.50529076795814,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
1508,Centro,urbano,557.46,Llamada,0.29170299636681113,1.5,161.11275235464254,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
40904,Lima,urbano,901.34,Llamada,0.17604646497384407,1.5,157.17772073952463,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
28418,Lima,urbano,520.37,SMS,0.3007089432590534,0.2,156.27991280371364,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
7037,Sur,urbano,1370.86,Llamada,0.11380930820799484,1.5,154.5166282500118,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
2248,Sur,urbano,855.26,Llamada,0.17905888753062638,1.5,151.64190414944352,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
28852,Sur,urbano,392.83,SMS,0.3842808659621505,0.2,150.7570525759116,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
25735,Norte,urbano,533.97,Llamada,0.28003249584263357,1.5,148.02895180509105,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
25088,Lima,urbano,486.85,SMS,0.2992900632940109,0.2,145.50936731468923,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
9709,Norte,urbano,345.0,Llamada,0.42549363889483394,1.5,145.2953054187177,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
43792,Sur,urbano,510.61,Llamada,0.28095030597065096,1.5,141.9560357316741,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
35879,Lima,rural,596.27,SMS,0.2349485655679372,0.2,139.8927811911939,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
11661,Lima,urbano,394.25,Llamada,0.3560337466790474,1.5,138.86630462821444,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
39852,Centro,urbano,550.78,Llamada,0.24993104230793867,1.5,136.15701948236645,Jueves,07:00,08:00,Jueves 07:00-08:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
17246,Centro,rural,1527.87,SMS,0.6188845450262753,0.2,945.3751298092951,Jueves,08:00,09:00,Jueves 08:00-09:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
24678,Norte,urbano,1837.16,Llamada,0.46298830098195315,1.5,849.0835870320051,Jueves,08:00,09:00,Jueves 08:00-09:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
8098,Centro,urbano,1213.88,WhatsApp,0.5775898711594755,0.1,701.0247928030641,Jueves,08:00,09:00,Jueves 08:00-09:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
35069,Norte,urbano,1124.27,WhatsApp,0.538983662796064,0.1,605.8631625717309,Jueves,08:00,09:00,Jueves 08:00-09:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
34015,Sur,urbano,1099.5900000000001,Llamada,0.5165744161679862,1.5,566.520062274156,Jueves,08:00,09:00,Jueves 08:00-09:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
33012,Norte,urbano,1368.25,SMS,0.39954210468161167,0.2,546.4734847306152,Jueves,08:00,09:00,Jueves 08:00-09:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
49898,Centro,rural,1357.52,WhatsApp,0.37744117011696876,0.1,512.2839372571874,Jueves,08:00,09:00,Jueves 08:00-09:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
1502,Norte,rural,1379.96,WhatsApp,0.352699067839611,0.1,486.6106056559496,Jueves,08:00,09:00,Jueves 08:00-09:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
5648,Lima,rural,1107.68,Llamada,0.4280788374801681,1.5,472.67436670003264,Jueves,08:00,09:00,Jueves 08:00-09:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
23637,Sur,urbano,1257.36,SMS,0.3685927720043993,0.2,463.2538078074515,Jueves,08:00,09:00,Jueves 08:00-09:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
23196,Lima,rural,789.71,WhatsApp,0.5652438447939886,0.1,446.2787166722607,Jueves,08:00,09:00,Jueves 08:00-09:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
32829,Sur,urbano,788.0899999999999,WhatsApp,0.5464139212376964,0.1,430.52334718821606,Jueves,08:00,09:00,Jueves 08:00-09:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
47688,Norte,rural,1280.89,Llamada,0.3266023331407849,1.5,416.8416624967,Jueves,08:00,09:00,Jueves 08:00-09:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
38659,Norte,urbano,1148.17,WhatsApp,0.36067965585778294,0.1,414.02156046623065,Jueves,08:00,09:00,Jueves 08:00-09:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
2324,Norte,urbano,753.17,WhatsApp,0.5314413558721801,0.1,400.16568600224986,Jueves,08:00,09:00,Jueves 08:00-09:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
48781,Sur,rural,1261.68,Campo,0.31656208202390423,8.0,391.4000476479195,Jueves,08:00,09:00,Jueves 08:00-09:00,CAMPO_SUR_01,AGENDADO,Campo Sur/rural: max 10 visitas asesor-dia
3271,Centro,rural,1094.1,WhatsApp,0.35627949323108865,0.1,389.70539354413404,Jueves,08:00,09:00,Jueves 08:00-09:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
3594,Sur,rural,1124.97,Llamada,0.3472383246398898,1.5,389.1326980701368,Jueves,08:00,09:00,Jueves 08:00-09:00,CALL_CENTER_POOL,AGENDADO,Llamada L-V 07:00-19:00 (Round-Robin)
41945,Sur,urbano,1123.23,WhatsApp,0.33798553764241535,0.1,379.5354954460902,Jueves,08:00,09:00,Jueves 08:00-09:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
18737,Sur,urbano,826.65,WhatsApp,0.4460165525980621,0.1,368.599583205188,Jueves,08:00,09:00,Jueves 08:00-09:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
