Cliente_ID,Region,Zona,Deuda_Expuesta,Canal_Asignado,Prob_Incremental,Costo_Incurrido,Valor_Esperado_Neto
620,Centro,urbano,43.13,Control,0.0,0.0,0.0
622,Centro,urbano,1223.67,Llamada,0.1739771630776803,1.5,211.39063514326506
624,Lima,urbano,1245.28,WhatsApp,0.2981262747330446,0.1,371.15068739956575
625,Norte,urbano,1368.24,Campo,0.5332812316153084,8.0,721.6567123453295
626,Norte,rural,729.74,Control,0.0,0.0,0.0
633,Sur,urbano,62.66,Control,0.0,0.0,0.0
640,Centro,rural,602.23,WhatsApp,0.3920654580041804,0.1,236.01358077385757
642,Sur,urbano,134.45,Control,0.0,0.0,0.0
644,Centro,urbano,401.16,Control,0.0,0.0,0.0
651,Lima,urbano,113.29,Control,0.0,0.0,0.0
653,Centro,urbano,251.51,Control,0.0,0.0,0.0
658,Sur,urbano,461.17,Control,0.0,0.0,0.0
663,Centro,urbano,192.5,Control,0.0,0.0,0.0
675,Lima,urbano,642.87,Llamada,0.3141142442132746,1.5,200.43462417738786
677,Sur,rural,588.85,Llamada,0.3347859154130628,1.5,195.63868629098204
680,Sur,urbano,981.05,WhatsApp,0.30752763992573773,0.1,301.59999114914496
686,Centro,urbano,490.24,Control,0.0,0.0,0.0
692,Sur,urbano,236.45,Control,0.0,0.0,0.0
695,Centro,rural,550.07,WhatsApp,0.37071378009132244,0.1,203.81852901483376
697,Sur,rural,224.8,Control,0.0,0.0,0.0
704,Norte,rural,673.04,WhatsApp,0.4503952255226178,0.1,303.03400258574266
711,Sur,urbano,1157.87,WhatsApp,0.4979055732935516,0.1,576.4099261494046
713,Centro,urbano,687.75,Llamada,0.27951064845311774,1.5,190.7334484736317
714,Centro,urbano,306.56,Control,0.0,0.0,0.0
715,Norte,rural,437.78,SMS,0.41186427553656935,0.2,180.10594254439934
718,Centro,urbano,218.83,Control,0.0,0.0,0.0
721,Norte,rural,346.07,Control,0.0,0.0,0.0
722,Lima,rural,396.18,Control,0.0,0.0,0.0
727,Norte,rural,222.95,Control,0.0,0.0,0.0
729,Norte,rural,119.55,Control,0.0,0.0,0.0
742,Centro,rural,719.91,Control,0.0,0.0,0.0
743,Lima,urbano,691.85,SMS,0.2466381058394279,0.2,170.4365735250082
748,Norte,urbano,143.86,Control,0.0,0.0,0.0
754,Sur,rural,802.8,Llamada,0.39580730695593647,1.5,316.2541060242258
758,Lima,rural,165.13,Control,0.0,0.0,0.0
761,Sur,rural,313.1,Control,0.0,0.0,0.0
763,Centro,rural,528.17,Llamada,0.33829241656396514,1.5,177.17590565658946
766,Lima,urbano,468.51,Control,0.0,0.0,0.0
767,Sur,rural,318.39,Control,0.0,0.0,0.0
768,Lima,urbano,640.51,Control,0.0,0.0,0.0
775,Norte,rural,1102.67,WhatsApp,0.21179964391089584,0.1,233.44511335122755
776,Sur,urbano,300.18,Control,0.0,0.0,0.0
778,Norte,urbano,1079.46,Llamada,0.34313576298249804,1.5,368.90133070908735
787,Lima,urbano,217.26,Control,0.0,0.0,0.0
799,Sur,rural,220.68,Control,0.0,0.0,0.0
801,Norte,urbano,1313.01,WhatsApp,0.23298661744185534,0.1,305.81375856733047
810,Centro,urbano,341.8,Control,0.0,0.0,0.0
818,Norte,rural,249.08,Control,0.0,0.0,0.0
821,Sur,urbano,984.17,WhatsApp,0.37014397707557967,0.1,364.18459791847323
823,Norte,urbano,759.91,SMS,0.21683059950311379,0.2,164.5717408684112
824,Norte,urbano,629.11,SMS,0.3090321432430044,0.2,194.2152116356065
826,Sur,rural,551.63,Llamada,0.32584864753315973,1.5,178.2478894387169
827,Norte,rural,206.77,Control,0.0,0.0,0.0
833,Sur,urbano,462.1,WhatsApp,0.41338841611057286,0.1,190.92678708469575
834,Sur,urbano,528.13,Control,0.0,0.0,0.0
836,Centro,urbano,1356.06,Campo,0.7193337061817282,8.0,967.4596656047943
838,Norte,rural,1090.2,WhatsApp,0.4199839090374785,0.1,457.76645763265907
839,Lima,urbano,443.94,Control,0.0,0.0,0.0
841,Sur,urbano,1099.98,WhatsApp,0.22538454617721038,0.1,247.81849310400787
845,Lima,urbano,310.15,Control,0.0,0.0,0.0
846,Sur,urbano,311.34,Control,0.0,0.0,0.0
856,Norte,rural,77.01,Control,0.0,0.0,0.0
862,Norte,urbano,558.19,WhatsApp,0.44632030934955425,0.1,249.0315334758277
863,Lima,urbano,755.37,Llamada,0.23609865311128525,1.5,176.84183960067153
867,Sur,rural,437.49,Control,0.0,0.0,0.0
875,Sur,urbano,153.74,Control,0.0,0.0,0.0
879,Centro,urbano,1046.9,Llamada,0.29344543338452156,1.5,305.70802421025564
882,Norte,urbano,1033.79,Llamada,0.5034948581356161,1.5,519.0079493920185
884,Norte,urbano,571.9,SMS,0.3343236353689638,0.2,190.99968706751042
887,Sur,rural,704.51,Llamada,0.3195652613522123,1.5,223.6369222752471
893,Norte,rural,1312.95,WhatsApp,0.21961859163323777,0.1,288.24822988485954
895,Centro,rural,893.92,Llamada,0.34634977639535247,1.5,308.1089921153335
896,Lima,urbano,386.19,Control,0.0,0.0,0.0
899,Centro,urbano,913.05,WhatsApp,0.35863355292580884,0.1,327.3503654989097
909,Sur,urbano,1012.79,Llamada,0.33236437910132033,1.5,335.1153195100262
910,Centro,urbano,943.03,Llamada,0.16062667728663216,1.5,149.97577548161271
912,Centro,urbano,756.74,WhatsApp,0.3581265592522794,0.1,270.90869244856987
918,Lima,urbano,851.12,WhatsApp,0.45610799929313806,0.1,388.10264035837565
926,Norte,urbano,681.17,Control,0.0,0.0,0.0
928,Lima,urbano,403.96,Control,0.0,0.0,0.0
929,Lima,urbano,498.83,Control,0.0,0.0,0.0
936,Centro,urbano,813.15,Control,0.0,0.0,0.0
938,Norte,rural,1199.34,WhatsApp,0.404132057278459,0.1,484.591741576347
940,Centro,urbano,497.79,WhatsApp,0.4815551244002575,0.1,239.6133253752042
941,Sur,urbano,480.49,Control,0.0,0.0,0.0
943,Sur,rural,48.53,Control,0.0,0.0,0.0
947,Norte,rural,410.5,Control,0.0,0.0,0.0
948,Sur,urbano,992.87,Control,0.0,0.0,0.0
950,Sur,urbano,302.71,Control,0.0,0.0,0.0
951,Centro,urbano,425.15,Control,0.0,0.0,0.0
952,Lima,urbano,569.49,Llamada,0.2787294306972875,1.5,157.23362348779827
953,Centro,urbano,913.48,SMS,0.3338615138519664,0.2,304.77581567349426
958,Lima,rural,1003.32,WhatsApp,0.3479196471263727,0.1,348.97474035483225
960,Lima,urbano,200.52,Control,0.0,0.0,0.0
963,Centro,rural,476.78,Control,0.0,0.0,0.0
964,Norte,urbano,487.41,Control,0.0,0.0,0.0
967,Norte,urbano,397.79,Control,0.0,0.0,0.0
970,Centro,urbano,1175.06,Llamada,0.26193874896174774,1.5,306.2937463549913
975,Sur,urbano,1030.96,Llamada,0.3087320913591273,1.5,316.7904369076059
976,Centro,urbano,1334.0500000000002,Campo,0.693894485629354,8.0,917.6899385538397
977,Lima,urbano,1240.55,Llamada,0.2919421160667182,1.5,360.6687920865673
982,Centro,urbano,378.04,Control,0.0,0.0,0.0
985,Lima,urbano,432.5,Control,0.0,0.0,0.0
986,Sur,rural,496.12,Control,0.0,0.0,0.0
998,Lima,rural,1220.61,Llamada,0.336454444019093,1.5,409.1796589141451
1001,Norte,rural,235.97,Control,0.0,0.0,0.0
1013,Sur,urbano,251.7,Control,0.0,0.0,0.0
1015,Norte,rural,183.49,Control,0.0,0.0,0.0
1017,Lima,rural,86.82,Control,0.0,0.0,0.0
1024,Sur,urbano,689.73,Llamada,0.38178821306433286,1.5,261.8307841968623
1026,Centro,urbano,316.8,Control,0.0,0.0,0.0
1041,Lima,urbano,463.2,Control,0.0,0.0,0.0
1042,Sur,urbano,165.55,Control,0.0,0.0,0.0
1043,Lima,urbano,860.54,SMS,0.2767529074104356,0.2,237.95694694297626
1045,Sur,urbano,374.54,Control,0.0,0.0,0.0
1051,Lima,urbano,483.79,WhatsApp,0.5030018677284765,0.1,243.2472735883597
1061,Centro,rural,659.97,SMS,0.34875254881754303,0.2,229.9662196431139
1068,Norte,rural,623.05,WhatsApp,0.32571114188298156,0.1,202.83432695019164
1070,Sur,urbano,817.19,Control,0.0,0.0,0.0
1075,Sur,urbano,142.79,Control,0.0,0.0,0.0
1078,Sur,rural,607.79,Control,0.0,0.0,0.0
1083,Sur,urbano,777.2,SMS,0.4336031623750627,0.2,336.79637779789874
1091,Norte,urbano,884.32,Llamada,0.17137540759946146,1.5,150.05070044835577
1098,Sur,rural,380.27,Control,0.0,0.0,0.0
1100,Sur,rural,93.74,Control,0.0,0.0,0.0
1111,Centro,urbano,766.08,WhatsApp,0.41795034826134136,0.1,320.0834027960484
1114,Centro,urbano,172.23,Control,0.0,0.0,0.0
1116,Norte,urbano,968.82,Llamada,0.19457319142659912,1.5,187.00639931791778
1121,Lima,urbano,757.82,Control,0.0,0.0,0.0
1124,Sur,rural,193.21,Control,0.0,0.0,0.0
1131,Centro,urbano,30.73,Control,0.0,0.0,0.0
1134,Lima,urbano,40.85,Control,0.0,0.0,0.0
1144,Sur,urbano,106.05,Control,0.0,0.0,0.0
1154,Sur,urbano,408.21,Control,0.0,0.0,0.0
1155,Norte,urbano,59.58,Control,0.0,0.0,0.0
1157,Norte,urbano,328.47,Control,0.0,0.0,0.0
1161,Sur,rural,37.79,Control,0.0,0.0,0.0
1173,Sur,rural,104.2,Control,0.0,0.0,0.0
1175,Sur,urbano,464.83,Control,0.0,0.0,0.0
1176,Sur,urbano,563.81,Llamada,0.2775528054960609,1.5,154.98704726673407
1178,Lima,rural,626.53,SMS,0.29873486679819555,0.2,186.96635609507345
1181,Sur,rural,443.18,Llamada,0.3542850609426572,1.5,155.51205330856683
1189,Lima,urbano,1166.1,WhatsApp,0.518319215151191,0.1,604.3120367878037
1197,Lima,urbano,519.35,Control,0.0,0.0,0.0
1198,Centro,urbano,809.0,SMS,0.27346271306877395,0.2,221.03133487263815
1202,Lima,urbano,381.37,Control,0.0,0.0,0.0
1208,Centro,urbano,185.27,Control,0.0,0.0,0.0
1210,Lima,urbano,988.44,WhatsApp,0.338610881027663,0.1,334.5965392429832
1217,Centro,urbano,315.14,Control,0.0,0.0,0.0
1224,Norte,urbano,61.57,Control,0.0,0.0,0.0
1231,Centro,urbano,1596.4,Campo,0.7781810239576131,8.0,1234.2881866459336
1232,Norte,rural,696.35,Llamada,0.41307338805267185,1.5,286.14365377047807
1233,Norte,urbano,444.44,Control,0.0,0.0,0.0
1235,Centro,rural,614.85,Control,0.0,0.0,0.0
1237,Lima,urbano,173.19,Control,0.0,0.0,0.0
1248,Norte,rural,640.0,SMS,0.37010420092673924,0.2,236.66668859311312
1250,Sur,rural,1883.0700000000002,Llamada,0.5196488269066147,1.5,977.0351164830391
1256,Lima,urbano,130.01,Control,0.0,0.0,0.0
1286,Norte,urbano,731.75,Llamada,0.28357133287250214,1.5,206.00332282945342
1289,Norte,urbano,235.87,Control,0.0,0.0,0.0
1291,Lima,urbano,393.0,SMS,0.36185088597431286,0.2,142.00739818790495
1292,Sur,urbano,651.97,Control,0.0,0.0,0.0
1300,Norte,urbano,144.01,Control,0.0,0.0,0.0
1301,Lima,urbano,705.99,SMS,0.5252642347532865,0.2,370.63129709347277
1303,Sur,urbano,430.35,Control,0.0,0.0,0.0
1305,Sur,urbano,238.17,Control,0.0,0.0,0.0
1307,Sur,rural,1197.51,WhatsApp,0.4761069499193159,0.1,570.04283359788
1309,Centro,rural,1137.78,Llamada,0.25450263499371023,1.5,288.0680080431436
1314,Lima,urbano,160.01,Control,0.0,0.0,0.0
1321,Sur,urbano,895.24,WhatsApp,0.32112556037013834,0.1,287.38444666576265
1324,Norte,urbano,545.9,WhatsApp,0.47783356707847996,0.1,260.7493442681422
1325,Lima,urbano,1229.44,Llamada,0.12192431403164361,1.5,148.39862864306392
1327,Norte,rural,413.89,Control,0.0,0.0,0.0
1331,Centro,rural,802.68,WhatsApp,0.5292175882617106,0.1,424.69237374590983
1332,Lima,urbano,1201.26,SMS,0.3167358385769035,0.2,380.28209344889115
1338,Lima,rural,725.97,WhatsApp,0.3351531942316122,0.1,243.21116441632353
1340,Lima,rural,348.48,Control,0.0,0.0,0.0
1345,Centro,urbano,1101.06,SMS,0.46977035149101176,0.2,517.0453432126933
1348,Norte,urbano,181.55,Control,0.0,0.0,0.0
1351,Norte,urbano,655.35,SMS,0.3052765745908447,0.2,199.86300315811008
1352,Centro,urbano,496.65,Llamada,0.408022038502102,1.5,201.14414542206896
1353,Lima,urbano,491.52,Control,0.0,0.0,0.0
1358,Norte,urbano,382.43,Control,0.0,0.0,0.0
1359,Lima,urbano,504.79,Control,0.0,0.0,0.0
1363,Lima,rural,1054.83,Llamada,0.22331091894926536,1.5,234.05505663525355
1364,Sur,urbano,125.89,Control,0.0,0.0,0.0
1366,Centro,rural,2125.72,Llamada,0.5500681097885977,1.5,1167.7907823398177
1369,Norte,urbano,1371.9,Campo,0.5552552790677265,8.0,753.7547173530141
1370,Lima,urbano,1320.88,WhatsApp,0.4371008061700003,0.1,577.2577128538301
1375,Sur,urbano,420.33,Control,0.0,0.0,0.0
1377,Sur,rural,361.65,Control,0.0,0.0,0.0
1378,Lima,urbano,348.9,Control,0.0,0.0,0.0
1382,Norte,urbano,1263.9299999999998,SMS,0.5198368651940315,0.2,656.8374090246921
1383,Lima,urbano,254.14,Control,0.0,0.0,0.0
1390,Lima,rural,163.01,Control,0.0,0.0,0.0
1393,Centro,urbano,345.37,Control,0.0,0.0,0.0
1395,Centro,urbano,932.13,WhatsApp,0.34055189958682125,0.1,317.3386421618637
1401,Sur,rural,691.92,WhatsApp,0.4586576395567379,0.1,317.25439396209805
1403,Lima,rural,654.14,Llamada,0.432924139133567,1.5,281.6929963728315
1405,Norte,urbano,765.87,WhatsApp,0.2650375319058523,0.1,202.8842945607351
1411,Norte,rural,24.63,Control,0.0,0.0,0.0
1413,Centro,rural,286.15,Control,0.0,0.0,0.0
1415,Sur,urbano,278.0,Control,0.0,0.0,0.0
1418,Sur,urbano,912.62,SMS,0.20018788244578978,0.2,182.4954652776767
1419,Norte,rural,292.59,Control,0.0,0.0,0.0
1426,Lima,urbano,432.71,Llamada,0.3862660234602845,1.5,165.6411710114997
1428,Sur,urbano,601.37,Control,0.0,0.0,0.0
1429,Sur,urbano,706.55,WhatsApp,0.5157432143450305,0.1,364.29836809548124
1430,Norte,rural,1651.3000000000002,Llamada,0.5718228143224964,1.5,942.7510132907383
1443,Lima,urbano,1085.7,WhatsApp,0.4985062802907315,0.1,541.1282685116472
1444,Norte,urbano,334.31,Control,0.0,0.0,0.0
1445,Sur,urbano,199.28,Control,0.0,0.0,0.0
1447,Sur,urbano,102.65,Control,0.0,0.0,0.0
1448,Lima,rural,481.0,Control,0.0,0.0,0.0
1449,Sur,urbano,166.01,Control,0.0,0.0,0.0
1450,Lima,rural,19.21,Control,0.0,0.0,0.0
1451,Sur,urbano,215.63,Control,0.0,0.0,0.0
1473,Norte,rural,898.11,SMS,0.33710602497861814,0.2,302.55829209354675
1476,Sur,rural,102.63,Control,0.0,0.0,0.0
1483,Norte,urbano,340.6,Control,0.0,0.0,0.0
